"","solID","channels","date_min","date_max","periods","constr_low","constr_up","histSpend","histSpendTotal","initSpendUnitTotal","initSpendUnit","initSpendShare","initResponseUnit","initResponseUnitTotal","initRoiUnit","expSpendTotal","expSpendUnitTotal","expSpendUnitDelta","optmSpendUnit","optmSpendUnitDelta","optmSpendUnitTotal","optmSpendUnitTotalDelta","optmSpendShareUnit","optmResponseUnit","optmResponseUnitTotal","optmRoiUnit","optmResponseUnitLift","optmResponseUnitTotalLift"
"1","2_699_2","FB_28_similar_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,3973402,138904282.610464,310532.659731493,21023.291005291,0.0677007404743486,0.870295693186719,9.15233318764396,4.13967391198499e-05,250000,250000,-0.194931701495853,25227.9492063492,0.2,249999.999999999,-0.194931701495856,0.100911796825397,1.20051738961018,9.24454890996525,4.75868006468018e-05,0.379436206577451,0.0100756517961766
"2","2_699_2","FB_30_similar_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,11633007,138904282.610464,310532.659731493,26928.2569444444,0.0867163439997854,0.00751968918188084,9.15233318764396,2.79249013309501e-07,250000,250000,-0.194931701495853,18849.7798611111,-0.3,249999.999999999,-0.194931701495856,0.0753991194444446,0.00307150470619001,9.24454890996525,1.62946449710366e-07,-0.591538342623125,0.0100756517961766
"3","2_699_2","FB_40_broad_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,1290165,138904282.610464,310532.659731493,5223.34008097166,0.0168205820459855,0.12737408430291,9.15233318764396,2.43855621744652e-05,250000,250000,-0.194931701495853,6268.00809716599,0.2,249999.999999999,-0.194931701495856,0.025072032388664,0.182949163622407,9.24454890996525,2.91877675948002e-05,0.436313867327457,0.0100756517961766
"4","2_699_2","FB_50_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,135499,138904282.610464,310532.659731493,3763.86111111111,0.0121206610421126,1.84280443072925,9.15233318764396,0.000489604790487405,250000,250000,-0.194931701495853,4516.63333333333,0.2,249999.999999999,-0.194931701495856,0.0180665333333334,2.01429610716488,9.24454890996525,0.000445972909135466,0.0930601606855097,0.0100756517961766
"5","2_699_2","FB_female_other_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,51555738,138904282.610464,310532.659731493,74180.9179856115,0.238882821696608,1.7008367305707,9.15233318764396,2.29282243568433e-05,250000,250000,-0.194931701495853,51926.6425899281,-0.3,249999.999999999,-0.194931701495856,0.207706570359713,1.44569991374606,9.24454890996525,2.78411975363582e-05,-0.150006648044946,0.0100756517961766
"6","2_699_2","FB_male_other_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,31479819,138904282.610464,310532.659731493,43904.9079497908,0.141385798156477,1.30101011741199,9.15233318764396,2.96324529116382e-05,250000,250000,-0.194931701495853,38287.3087633745,-0.127949230478756,249999.999999999,-0.194931701495856,0.153149235053498,1.17126452420135,9.24454890996525,3.05914560733447e-05,-0.0997268133999812,0.0100756517961766
"7","2_699_2","FB_u25_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,366344,138904282.610464,310532.659731493,8935.21951219512,0.0287738478777759,0.029193078546812,9.15233318764396,3.26719209382245e-06,250000,250000,-0.194931701495853,6254.65365853659,-0.3,249999.999999999,-0.194931701495856,0.0250186146341464,0.0160625364205813,9.24454890996525,2.56809366233389e-06,-0.449782714939621,0.0100756517961766
"8","2_699_2","FB_undefined_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,33078080,138904282.610464,310532.659731493,46457.9775280899,0.149607379681933,0.9951987706226,9.15233318764396,2.14214828878608e-05,250000,250000,-0.194931701495853,37396.1553992154,-0.195054167465542,249999.999999999,-0.194931701495856,0.149584621596862,0.815733910574273,9.24454890996525,2.18133094663359e-05,-0.180330668953754,0.0100756517961766
"9","2_699_2","Google_listing_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,1014239,138904282.610464,310532.659731493,6184.38414634146,0.0199154064879646,0.027099858860463,9.15233318764396,4.38198181406545e-06,250000,250000,-0.194931701495853,4329.06890243902,-0.3,249999.999999999,-0.194931701495856,0.0173162756097561,0.0177883037841291,9.24454890996525,4.1090368818355e-06,-0.343601607826781,0.0100756517961766
"10","2_699_2","Google_Proslisting_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,1391576,138904282.610464,310532.659731493,10384.8955223881,0.0334422006734091,1.92139213931887,9.15233318764396,0.000185017955662306,250000,250000,-0.194931701495853,12461.8746268657,0.2,249999.999999999,-0.194931701495856,0.0498474985074628,2.19492915003775,9.24454890996525,0.000176131538452959,0.142363968875113,0.0100756517961766
"11","2_699_2","Google_undefined_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,219126,138904282.610464,310532.659731493,3130.37142857143,0.010080651198744,0.00432341387218736,9.15233318764396,1.38111849371191e-06,250000,250000,-0.194931701495853,2191.26,-0.3,249999.999999999,-0.194931701495856,0.00876504000000002,0.00163765370353642,9.24454890996525,7.47357092967706e-07,-0.621212830427481,0.0100756517961766
"12","2_699_2","Influencer_big_fix_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,2581992.610464,138904282.610464,310532.659731493,57377.6135658667,0.184771590902803,0.325285181039586,9.15233318764396,5.66920024769198e-06,250000,250000,-0.194931701495853,40164.3294961067,-0.3,249999.999999999,-0.194931701495856,0.160657317984427,0.18059875239391,9.24454890996525,4.49649613623991e-06,-0.444798709191944,0.0100756517961766
"13","2_699_2","Yahoo_other_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,185295,138904282.610464,310532.659731493,3037.62295081967,0.00978197576205415,0,9.15233318764396,0,250000,250000,-0.194931701495853,2126.33606557377,-0.3,249999.999999999,-0.194931701495856,0.0085053442622951,0,9.24454890996525,0,NA,0.0100756517961766
