ds,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_u25_S,FB_28_similar_S,FB_30_broad_S,FB_30_similar_S,FB_30_retarg_S,FB_40_broad_S,FB_40_similar_S,FB_40_retarg_S,FB_50_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,type,solID
2020/5/6,0,0,0,0,0,0,0,7387,0,0,0,0,0,0,0,0,0,4582,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/7,0,0,0,0,0,0,0,8203,0,0,0,0,0,0,0,0,0,4605,0,0,0,0,0,33,0,0,rawMedia,2_699_2
2020/5/8,0,0,0,0,0,0,0,8268,0,0,0,0,0,0,0,0,0,6651,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/9,0,0,0,0,0,0,0,9923,0,0,0,0,0,0,0,0,0,6016,0,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/5/10,0,0,0,0,0,0,0,8983,0,0,0,0,0,0,0,0,0,6819,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/11,0,0,0,0,0,0,0,9167,0,0,0,0,0,0,0,0,0,4863,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/12,0,0,0,0,0,0,0,8511,0,0,0,0,0,0,0,0,0,6401,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7501,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/14,0,0,0,0,0,0,0,14682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/15,0,0,0,0,0,0,0,17431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/16,0,0,0,0,0,0,0,52030,0,0,0,0,0,0,0,0,0,0,20672,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/17,0,0,0,0,0,0,0,27359,0,0,0,0,0,0,0,0,0,0,5953,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/5/18,0,0,0,0,0,0,0,17503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/19,0,0,0,0,0,0,0,12827,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/20,0,0,0,0,0,0,0,13720,0,0,0,0,0,0,0,0,0,0,3823,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/21,0,0,0,0,0,0,0,6457,0,0,0,0,0,0,0,0,0,0,2039,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/22,0,0,0,0,0,0,0,16258,0,0,0,0,0,0,0,0,0,0,4637,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/23,0,0,0,0,0,0,0,16297,0,0,0,0,0,0,0,0,0,0,4619,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/5/24,0,0,0,0,0,0,0,13812,0,0,0,0,0,0,0,0,0,0,4021,0,0,0,0,39,0,1,rawMedia,2_699_2
2020/5/25,0,0,0,0,0,0,0,13943,0,0,0,0,0,0,0,0,0,0,4020,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/5/26,0,0,0,0,0,0,0,14183,0,0,0,0,0,0,0,0,0,0,4009,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/27,0,0,0,0,0,0,0,13879,0,0,0,0,0,0,0,0,0,0,4028,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/28,0,0,0,0,0,0,0,13929,0,0,0,0,0,0,0,0,0,0,3922,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/29,0,0,0,0,0,0,0,13495,0,0,0,0,0,0,0,0,0,0,3884,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/30,0,0,0,0,0,0,0,7360,0,0,0,0,0,0,0,0,0,1042,2306,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/5/31,0,0,0,0,0,0,0,13813,0,0,0,0,0,0,0,0,0,4899,4010,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/1,0,0,0,0,0,0,0,13962,0,0,0,0,0,0,0,0,0,4950,4002,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/2,0,0,0,0,0,0,0,13878,0,0,0,0,0,0,0,0,0,4871,4006,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/3,0,0,0,0,0,0,0,14263,0,0,0,0,0,0,0,0,0,4955,3912,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/4,0,0,0,0,0,0,0,13892,0,0,0,0,0,0,0,0,0,5044,4030,0,0,0,0,39,0,1,rawMedia,2_699_2
2020/6/5,0,0,0,0,0,0,0,14200,0,0,0,0,0,0,0,0,0,5057,4029,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/6/6,0,0,0,0,0,0,0,12778,0,0,0,0,0,0,0,0,0,4998,4011,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/6/7,0,0,0,0,0,0,0,7059,0,0,0,0,0,0,0,0,0,4958,4017,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/6/8,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,481,542,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/10,0,0,0,0,0,0,0,16078,0,0,0,0,0,0,0,0,0,5747,4607,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/11,0,0,0,0,0,0,0,14527,0,0,0,0,0,0,0,0,0,5982,4251,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/12,0,0,0,0,0,0,0,7692,0,0,0,0,0,0,0,0,0,7443,9875,0,0,0,0,78,0,0,rawMedia,2_699_2
2020/6/13,0,0,0,0,0,0,0,7940,0,0,0,0,0,0,0,0,0,7633,18434,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/14,0,0,0,0,0,0,0,7070,0,0,0,0,0,0,0,0,0,6966,16064,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/6/15,0,0,0,0,0,0,0,5772,0,0,0,0,0,0,0,0,0,4920,5340,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/16,0,0,0,0,0,0,0,10666,0,0,0,0,0,0,0,0,0,7436,0,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/6/17,0,0,0,0,0,0,0,13357,0,0,0,0,0,0,0,0,0,4285,0,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/6/18,0,0,0,0,0,0,0,13673,0,0,0,0,0,0,0,0,0,3971,0,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/19,0,0,0,0,0,0,0,13524,0,0,0,0,0,0,0,0,0,3934,0,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/6/20,0,0,0,0,0,0,0,12096,0,0,0,0,0,0,0,0,0,3857,0,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/6/21,0,0,0,0,0,0,0,12985,0,0,0,0,0,0,0,0,0,3426,0,0,0,0,0,78,0,0,rawMedia,2_699_2
2020/6/22,0,0,0,0,0,0,0,11786,0,0,0,0,0,0,0,0,0,3392,0,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/6/23,0,0,0,0,0,0,0,9942,0,0,0,0,0,0,0,0,0,5027,8837,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/24,0,0,0,0,0,0,0,15580,0,0,0,0,0,0,0,0,0,6546,5626,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/25,0,0,0,0,0,0,0,18506,0,0,0,0,0,0,0,0,0,6560,5782,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/6/26,0,0,0,0,0,0,0,20607,0,0,0,0,0,0,0,0,0,6477,6269,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/27,0,0,0,0,0,0,0,18069,0,0,0,0,0,0,0,0,0,6875,6652,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/6/28,0,0,0,0,0,0,0,18776,0,0,0,0,0,0,0,0,0,7154,9013,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/6/29,0,0,0,0,0,0,0,14476,0,0,0,0,0,0,0,0,0,7117,10777,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/6/30,0,0,0,0,0,0,0,20367,0,0,0,0,0,0,0,0,0,4361,14922,0,0,0,0,78,0,1,rawMedia,2_699_2
2020/7/1,0,0,0,0,0,0,0,26615,0,0,0,0,0,0,0,0,0,3434,10568,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/7/2,0,0,0,0,0,0,0,22254,0,0,0,0,0,0,0,0,0,6666,14296,0,0,0,0,39,0,1,rawMedia,2_699_2
2020/7/3,0,0,0,0,0,0,0,20361,0,0,0,0,0,0,0,0,0,10031,20595,0,0,0,0,39,0,1,rawMedia,2_699_2
2020/7/4,0,0,0,0,0,0,0,20023,0,0,0,0,0,0,0,0,0,9658,16208,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/7/5,0,0,0,0,0,0,0,20176,0,0,0,0,0,0,0,0,0,10545,13707,0,0,0,0,78,0,1,rawMedia,2_699_2
2020/7/6,0,0,0,0,0,0,0,6390,0,0,0,0,0,0,0,0,0,9265,18471,0,0,0,0,78,0,0,rawMedia,2_699_2
2020/7/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12876,47142,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/7/8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30186,32000,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/7/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19481,32833,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/7/10,0,0,0,0,0,0,0,5140,0,0,0,0,0,0,0,0,0,8271,27231,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/7/11,0,0,0,0,0,0,0,1817,0,0,0,0,0,0,0,0,0,9352,29153,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/7/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8424,48696,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/7/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8438,53506,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/7/14,0,0,0,0,0,0,0,5425,0,0,0,0,0,0,0,0,0,8572,78673,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/7/15,0,0,0,0,0,0,0,15621,0,0,0,0,0,0,0,0,0,11957,22799,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/7/16,0,0,0,0,0,0,0,23110,0,0,0,0,0,0,0,0,0,11338,36468,0,0,0,0,85,0,0,rawMedia,2_699_2
2020/7/17,0,0,0,0,0,0,0,25173,0,0,0,0,0,0,0,0,0,13140,45482,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/7/18,0,0,0,0,0,0,0,24944,0,0,0,0,0,0,0,0,0,13567,41236,0,0,0,0,39,0,1,rawMedia,2_699_2
2020/7/19,0,0,0,0,0,0,0,25108,0,0,0,0,0,0,0,0,0,13755,38277,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/7/20,0,0,0,0,0,0,0,14699,0,0,0,0,0,0,0,0,0,7424,51794,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/7/21,0,0,0,0,0,0,0,26326,0,0,0,0,0,0,0,0,0,11367,73082,0,0,0,0,130,0,1,rawMedia,2_699_2
2020/7/22,0,0,0,0,0,0,0,15194,0,0,0,0,0,0,0,0,0,12526,59503,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/7/23,0,0,0,0,0,0,0,29021,0,0,0,0,0,0,0,0,0,12650,70968,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/7/24,0,0,0,0,0,0,0,18044,0,0,0,0,0,0,0,0,0,10990,84286,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/7/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4080,77352,0,0,0,0,85,0,1,rawMedia,2_699_2
2020/7/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87750,0,0,0,0,39,0,1,rawMedia,2_699_2
2020/7/27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76255,0,0,0,0,46,0,0,rawMedia,2_699_2
2020/7/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5701,84803,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/7/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11760,80659,0,0,0,0,130,0,1,rawMedia,2_699_2
2020/7/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11748,75480,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/7/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,13907,81899,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/8/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,0,0,11038,88200,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/8/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494,0,0,10844,103919,0,0,0,0,91,0,1,rawMedia,2_699_2
2020/8/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4766,0,0,5205,86482,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/8/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4923,0,0,2491,118602,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/8/5,0,0,0,0,0,0,0,21643,0,0,0,0,0,0,1942,0,0,15122,116453,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/8/6,0,0,0,0,0,0,0,26197,0,0,0,0,0,0,1720,0,0,15684,117660,0,0,0,0,130,0,1,rawMedia,2_699_2
2020/8/7,0,0,0,0,0,0,0,22470,0,0,0,0,0,0,5000,0,0,16204,121838,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/8/8,0,0,0,0,0,0,0,27097,0,0,0,0,0,0,4561,0,0,13490,133691,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/8/9,0,0,0,0,0,0,0,25276,0,0,0,0,0,0,4893,0,0,9389,120763,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/8/10,0,0,0,0,0,0,0,24112,0,0,0,0,0,0,4963,0,0,8385,124812,0,0,0,0,39,0,0,rawMedia,2_699_2
2020/8/11,0,0,0,0,0,0,0,27773,0,0,0,0,0,0,4672,0,0,8487,112623,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/8/12,0,0,0,0,0,0,0,21982,0,0,0,0,0,0,5000,0,0,10687,119370,0,0,0,0,169,0,1,rawMedia,2_699_2
2020/8/13,0,0,0,0,0,0,0,29333,0,0,0,0,0,0,4840,0,0,14279,116586,0,0,0,0,39,0,1,rawMedia,2_699_2
2020/8/14,0,0,0,0,0,0,0,44414,0,0,0,0,0,0,5000,0,0,15565,61167,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/8/15,0,0,0,0,0,0,0,56408,0,0,0,0,0,0,4945,0,0,15241,46755,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/8/16,0,0,0,0,0,0,0,53059,0,0,0,0,0,0,5000,0,0,15413,49287,0,0,0,0,46,0,0,rawMedia,2_699_2
2020/8/17,0,0,0,0,0,0,0,49796,0,0,0,0,0,0,4800,0,0,14115,51904,0,0,0,0,85,0,1,rawMedia,2_699_2
2020/8/18,0,0,0,0,0,0,0,57623,0,0,0,0,0,0,6867,0,0,14570,28462,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/8/19,0,0,0,0,0,0,0,30187,0,0,0,0,0,0,5792,0,0,14989,27290,0,0,0,0,130,0,1,rawMedia,2_699_2
2020/8/20,0,0,0,0,0,0,0,36784,0,0,0,0,0,0,4382,0,0,19148,39384,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/8/21,0,0,0,0,0,0,0,35245,0,0,0,0,0,0,4342,0,0,18864,44304,0,0,0,0,85,0,1,rawMedia,2_699_2
2020/8/22,0,0,0,0,0,0,0,38758,0,0,0,0,0,0,3458,0,0,17052,52477,0,0,0,0,91,0,1,rawMedia,2_699_2
2020/8/23,0,0,0,0,0,0,0,41967,0,0,0,0,0,0,8439,0,0,13697,80576,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/8/24,0,0,0,0,0,0,0,46722,0,0,0,0,0,0,13276,0,0,13799,88273,0,0,0,0,85,0,1,rawMedia,2_699_2
2020/8/25,0,0,0,0,0,0,0,33339,0,0,0,0,0,0,11390,0,0,14720,119973,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/8/26,0,0,0,0,0,0,0,47129,0,0,0,0,0,0,12427,0,0,14397,49027,0,0,0,0,85,0,1,rawMedia,2_699_2
2020/8/27,0,0,0,0,0,0,0,47118,0,0,0,0,0,0,8362,0,0,14267,27359,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/8/28,0,0,0,0,0,0,0,31161,0,5000,0,0,0,0,1089,0,0,14363,10947,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/8/29,0,0,0,0,0,0,0,15308,0,3868,0,0,0,0,9274,0,0,15148,7462,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/8/30,0,0,0,0,0,0,0,11390,0,4138,0,0,0,0,9359,0,0,13704,5185,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/8/31,0,0,0,0,0,0,0,8610,0,4997,0,0,0,0,10000,0,0,12977,4499,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/9/1,0,0,0,0,0,0,0,10220,0,4987,0,0,0,0,9833,0,0,11588,0,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/9/2,0,0,0,0,0,0,0,22080,0,4582,0,0,0,0,9221,0,0,16202,5141,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/9/3,0,0,0,0,0,0,0,33526,0,5000,0,0,0,0,4907,0,0,15569,5016,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/9/4,0,0,0,0,0,0,0,27841,0,5000,0,0,0,0,0,0,0,16414,3673,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/9/5,0,0,0,0,0,0,0,31073,0,4867,0,0,0,881,4790,0,0,12356,3057,0,0,0,0,130,0,0,rawMedia,2_699_2
2020/9/6,0,0,0,0,0,0,0,25951,0,5000,0,0,0,4978,4975,0,0,11982,3507,0,0,0,0,39,0,1,rawMedia,2_699_2
2020/9/7,0,0,0,0,0,0,0,40747,0,4936,0,0,0,4417,4725,0,0,9805,6313,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/9/8,0,0,0,0,0,0,0,47643,0,4841,0,0,0,3876,4938,0,0,8099,7009,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/9/9,0,0,0,0,0,0,0,48717,0,5000,0,0,0,4837,5000,0,0,8500,7198,0,0,0,0,91,0,1,rawMedia,2_699_2
2020/9/10,0,0,0,0,0,0,0,61015,0,5000,0,0,0,3500,5000,0,0,9807,12123,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/9/11,0,0,0,0,0,0,0,53345,0,1258,0,0,0,1176,4036,0,0,12859,12222,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/9/12,0,0,0,0,0,0,0,42202,0,2049,0,0,0,0,3913,0,0,13717,12128,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/9/13,0,0,0,0,0,0,0,38021,0,4006,0,0,0,0,4086,0,0,13843,11077,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/9/14,0,0,0,0,0,0,0,35748,0,4165,0,0,0,0,4599,0,0,13170,10921,0,0,0,0,85,0,1,rawMedia,2_699_2
2020/9/15,0,0,0,0,0,0,0,27449,0,9993,0,0,0,3500,8639,0,0,10722,11124,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/9/16,0,0,0,0,0,0,0,30634,0,9956,0,0,0,3391,10000,0,0,12723,16717,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/9/17,0,0,0,0,0,0,0,52500,0,9958,0,0,0,3500,9439,0,0,12719,17986,0,0,0,0,46,0,0,rawMedia,2_699_2
2020/9/18,0,0,0,0,0,0,0,53077,0,10000,0,0,0,1797,10000,0,0,13171,18315,0,0,0,0,91,0,0,rawMedia,2_699_2
2020/9/19,0,0,0,0,0,0,0,62410,0,9942,0,0,0,0,9783,0,0,15467,21671,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/9/20,0,0,0,0,0,0,0,57743,0,9954,0,0,0,0,10000,0,0,19094,21328,0,0,0,0,46,0,0,rawMedia,2_699_2
2020/9/21,0,0,0,0,0,0,0,59939,0,9140,0,0,0,0,9709,0,0,18974,21436,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/9/22,0,0,0,0,0,0,0,61209,0,9989,0,0,0,0,9338,0,0,19117,19403,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/9/23,0,0,0,0,0,0,0,60714,0,10000,0,0,0,0,9655,0,0,24105,24029,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/9/24,0,0,0,0,0,0,0,55805,0,15000,0,0,0,0,9992,0,0,24164,27380,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/9/25,0,0,0,0,0,0,0,57914,0,14834,0,0,0,0,8660,0,0,23948,24576,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/9/26,0,0,0,0,0,0,0,63928,0,13576,0,0,0,0,9170,0,0,24163,22764,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/9/27,0,0,0,0,0,0,0,63219,0,13112,0,0,0,0,9318,0,0,24151,23547,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/9/28,0,0,0,0,0,0,0,60670,0,14631,0,0,0,0,9298,0,0,24026,23286,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/9/29,0,0,0,0,0,0,0,61377,0,14799,0,0,0,0,7896,0,0,22582,31352,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/9/30,0,0,0,0,0,0,0,59068,0,15000,0,0,0,0,10000,0,0,19219,25538,0,0,0,0,0,0,0,rawMedia,2_699_2
2020/10/1,0,0,0,0,0,0,0,67316,0,14305,0,0,0,0,9072,0,0,15948,18897,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/10/2,0,0,0,0,0,0,0,68373,0,14975,0,0,0,0,9365,0,0,14891,18256,0,0,0,0,91,0,1,rawMedia,2_699_2
2020/10/3,0,0,0,0,0,0,0,48684,0,14234,0,0,0,0,9527,0,0,12996,33199,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/10/4,0,0,0,0,0,0,0,32965,0,14340,0,0,0,0,8843,0,0,10972,50752,0,0,0,0,85,0,1,rawMedia,2_699_2
2020/10/5,0,0,0,0,0,0,0,21004,0,4796,0,0,0,0,3488,0,0,9407,48131,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/10/6,0,0,0,0,0,0,0,12434,0,0,0,0,0,0,0,0,0,7647,40538,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/10/7,0,0,0,0,0,0,0,26790,0,14306,0,0,0,0,0,0,0,7422,34218,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/10/8,0,0,0,0,0,0,0,27127,0,12108,0,0,0,0,0,0,0,7526,35015,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/10/9,0,0,0,0,0,0,0,29862,0,8992,0,0,0,0,0,0,0,13063,22502,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/10/10,0,0,0,0,0,0,0,28886,0,9416,0,0,0,0,0,0,0,13322,43652,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/10/11,0,0,0,0,0,0,0,31219,0,9196,0,0,0,0,0,0,0,12484,57422,0,0,0,0,189,0,2,rawMedia,2_699_2
2020/10/12,0,0,0,0,0,0,0,31196,0,8727,0,0,0,0,0,0,0,12223,42239,0,0,0,0,91,0,2,rawMedia,2_699_2
2020/10/13,0,0,0,0,0,0,0,31245,0,9031,0,0,0,0,0,0,0,12649,41153,0,0,0,0,98,0,1,rawMedia,2_699_2
2020/10/14,0,0,0,0,0,0,0,26797,0,12641,0,0,0,0,0,0,0,8031,41407,0,0,0,0,46,0,0,rawMedia,2_699_2
2020/10/15,0,0,0,0,0,0,0,27178,0,13104,0,0,0,0,0,0,0,5093,31242,0,0,0,0,98,0,1,rawMedia,2_699_2
2020/10/16,0,0,0,0,0,0,0,29822,0,8715,0,0,0,0,0,0,0,13012,27215,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/10/17,0,0,0,0,0,0,0,32645,0,7655,0,0,0,0,0,0,0,6711,32711,0,0,0,0,0,0,2,rawMedia,2_699_2
2020/10/18,0,0,0,0,0,0,0,31944,0,13362,0,0,0,0,0,0,0,11878,32075,0,0,0,0,0,0,2,rawMedia,2_699_2
2020/10/19,0,0,0,0,0,0,0,31520,0,13624,0,0,0,0,0,0,0,7424,21309,0,0,0,0,143,0,1,rawMedia,2_699_2
2020/10/20,0,0,0,0,0,0,0,32940,0,28178,0,0,0,0,0,0,0,6723,0,0,0,0,0,651,0,11,rawMedia,2_699_2
2020/10/21,0,0,0,0,0,0,0,33562,0,34673,0,0,0,0,0,0,0,14103,0,0,0,0,0,247,0,9,rawMedia,2_699_2
2020/10/22,0,0,0,0,0,0,0,45001,0,36364,0,0,0,0,0,0,0,20177,0,0,0,0,0,332,0,4,rawMedia,2_699_2
2020/10/23,0,0,0,0,0,0,0,58707,0,33103,0,0,0,0,0,0,0,19684,0,0,0,0,0,98,0,2,rawMedia,2_699_2
2020/10/24,0,0,0,0,0,0,0,58766,0,34051,0,0,0,0,0,0,0,18241,0,0,0,0,0,150,0,2,rawMedia,2_699_2
2020/10/25,0,0,0,0,0,0,0,65453,0,30540,0,0,0,0,0,0,0,16465,4901,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/10/26,0,0,0,0,0,0,0,59614,0,32285,0,0,0,0,0,0,0,14886,4870,0,0,0,0,46,0,3,rawMedia,2_699_2
2020/10/27,0,0,0,0,0,0,0,65910,0,27209,0,0,0,0,0,0,0,18386,5083,0,0,0,0,98,0,3,rawMedia,2_699_2
2020/10/28,0,0,0,0,0,0,0,68404,0,24335,0,0,0,0,0,0,0,21673,5057,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/10/29,0,0,0,0,0,0,0,68444,0,23774,0,0,0,0,0,0,0,16387,5057,0,0,0,0,143,0,3,rawMedia,2_699_2
2020/10/30,0,0,0,0,0,0,0,57762,0,20485,0,0,0,0,0,0,0,16122,5024,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/10/31,0,0,0,0,0,0,0,53346,0,17997,0,0,0,0,5227,0,0,17863,5008,0,0,0,0,98,0,3,rawMedia,2_699_2
2020/11/1,0,0,0,0,0,0,0,27238,0,27333,0,0,0,0,5051,0,0,18326,5012,0,0,0,0,286,0,3,rawMedia,2_699_2
2020/11/2,0,0,0,0,0,0,0,34636,0,28752,0,0,0,0,5074,0,0,17802,4999,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/11/3,0,0,0,0,0,0,0,34883,0,30558,0,0,0,0,4955,0,0,19542,5012,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/11/4,0,0,0,0,0,0,0,34221,0,30660,0,0,0,0,4904,0,0,18836,5004,0,0,0,0,195,0,2,rawMedia,2_699_2
2020/11/5,0,0,0,0,0,0,0,35126,0,30220,0,0,0,0,4964,0,0,34325,5024,0,0,0,0,46,0,4,rawMedia,2_699_2
