ds,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_u25_S,FB_28_similar_S,FB_30_broad_S,FB_30_similar_S,FB_30_retarg_S,FB_40_broad_S,FB_40_similar_S,FB_40_retarg_S,FB_50_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,type,solID
2020/12/5,0,0,0,0,0,0,0,3.390796069,0,3.894107972,0,0,0,0,0,0,0,2.318748311,3.296819368,0,0,0,0,0.016433647,0,0.012408013,decompMedia,2_699_2
2020/12/6,0,0,0,0,0,0,0,3.463977806,0,3.900131413,0,0,0,0,0,0,0,2.342433017,3.346829936,0,0,0,0,0.013887886,0,0.016171939,decompMedia,2_699_2
2020/12/7,0,0,0,0,0,0,0,3.510907559,0,3.86309787,0,0,0,0,0,0,0,2.364493467,3.404099648,0,0,0,0,0.011823125,0,0.035497012,decompMedia,2_699_2
2020/12/8,0,0,0,0,0,0,0,3.536273775,0,3.86322338,0,0,0,0,0,0,0,2.415473217,3.449405371,0,0,0,0,0.006670872,0,0.027399133,decompMedia,2_699_2
2020/12/9,0,0,0,0,0,0,0,3.577633826,0,3.860026061,0,0,0,0,0,0,0,2.454758584,3.498577422,0,0,0,0,0.005723129,0,0.010414266,decompMedia,2_699_2
2020/12/10,0,0,0,0,0,0,0,3.541972494,0,3.886983528,0,0,0,0,0,0,0,2.4558426,3.523002261,0,0,0,0,0.00293913,0,0.029527484,decompMedia,2_699_2
2020/12/11,0,0,0,0,0,0,0,3.503156348,0,4.327953315,0,0,0,0,0,0,0,2.439462862,3.53414722,0,0,0,0,0.004765963,0,0.011375816,decompMedia,2_699_2
2020/12/12,0,0,0,0,0,0,0,3.456819762,0,4.592889439,0,0,0,0,0,0,0,2.418360273,3.577253459,0,0,0,0,0.007511763,0,0.014995422,decompMedia,2_699_2
2020/12/13,0,0,0,0,0,0,0,3.433611947,0,4.769664048,0,0,0,0,0,0,0,2.413230515,3.633992641,0,0,0,0,0.011005396,0,0.034348061,decompMedia,2_699_2
2020/12/14,0,0,0,0,0,0,0,3.409768557,0,4.830740671,0,0,0,0,0,0,0,2.405707843,3.690429527,0,0,0,0,0.020939278,0,0.048193232,decompMedia,2_699_2
2020/12/15,0,0,0,0,0,0,0,3.399307007,0,4.929475959,0,0,0,0,0,0,0,2.402336782,3.66987929,0,0,0,0,0.014508348,0,0.032144495,decompMedia,2_699_2
2020/12/16,0,0,0,0,0,0,0,3.391334964,0,4.947928235,0,0,0,0,0,0,0,2.396210324,3.618767919,0,0,0,0,0.018407739,0,0.02500079,decompMedia,2_699_2
2020/12/17,0,0,0,0,0,0,0,3.392293224,0,5.005307688,0,0,0,0,0,0,0,2.396835733,3.566616772,0,0,0,0,0.016179386,0,0.04106704,decompMedia,2_699_2
2020/12/18,0,0,0,0,0,0,0,3.387729209,0,5.024756523,0,0,0,0,0,0,0,2.392282532,3.512978458,0,0,0,0,0.01371067,0,0.029291118,decompMedia,2_699_2
2020/12/19,0,0,0,0,0,0,0,3.366004783,0,5.041325379,0,0,0,0,0,0,0,2.380417265,3.457380898,0,0,0,0,0.016166865,0,0.043843883,decompMedia,2_699_2
2020/12/20,0,0,0,0,0,0,0,3.240949378,0,5.048473543,0,0,0,0,0,0,0,2.379828165,3.399340126,0,0,0,0,0.018902592,0,0.052976204,decompMedia,2_699_2
2020/12/21,0,0,0,0,0,0,0,3.13665936,0,5.042320011,0,0,0,0,0,0,0,2.366567144,3.444517292,0,0,0,0,0.016067756,0,0.03366394,decompMedia,2_699_2
2020/12/22,0,0,0,0,0,0,0,3.048854505,0,5.040689365,0,0,0,0,0,0,0,2.301839448,3.45889527,0,0,0,0,0.013581887,0,0.011815554,decompMedia,2_699_2
2020/12/23,0,0,0,0,0,0,0,2.768722874,0,5.041370992,0,0,0,0,0,0,0,2.24352144,3.398113382,0,0,0,0,0.011458706,0,0.005709259,decompMedia,2_699_2
2020/12/24,0,0,0,0,0,0,0,2.806102039,0,5.030408186,0,0,0,0,0,0,0,2.192469105,3.333704552,0,0,0,0,0.009701048,0,0.0038038,decompMedia,2_699_2
2020/12/25,0,0,0,0,0,0,0,2.768933143,0,4.598695554,0,0,0,0,0,0,0,2.15190062,3.381269843,0,0,0,0,0.024149084,0,0.003136117,decompMedia,2_699_2
2020/12/26,0,0,0,0,0,0,0,2.674190683,0,4.214871498,0,0,0,0,0,0,0,2.114311401,3.407747105,0,0,0,0,0.015691004,0,0.002887985,decompMedia,2_699_2
2020/12/27,0,0,0,0,0,0,0,2.627422026,0,3.075534533,0,0,0,0,0,0,0,2.112034272,3.421854073,0,0,0,0,0.009311893,0,0.039974545,decompMedia,2_699_2
2020/12/28,0,0,0,0,0,0,0,2.576312129,0,1.43327071,0,0,0,0,0,0,0,2.142587107,3.434000193,0,0,0,0,0.011411,0,0.052930192,decompMedia,2_699_2
2020/12/29,0,0,0,0,0,0,0,2.54318764,0,2.488977727,0,0,0,0,0,0,0,2.167761103,3.446793822,0,0,0,0,0.019822612,0,0.034123111,decompMedia,2_699_2
2020/12/30,0,0,0,0,0,0,0,2.541934847,0,3.326280034,0,0,0,0,0,0,0,2.2036202,3.458497867,0,0,0,0,0.017465798,0,0.025798779,decompMedia,2_699_2
2020/12/31,0,0,0,0,0,0,0,2.53031129,0,3.870483101,0,0,0,0,0,0,0,2.227637452,3.470446419,0,0,0,0,0.010569501,0,0.009858273,decompMedia,2_699_2
2021/1/1,0,0,0,0,0,0,0,2.514454904,0,4.235640409,0,0,0,0,0,0,0,2.25012796,3.482677602,0,0,0,0,0.013078971,0,0.005160742,decompMedia,2_699_2
2021/1/2,0,0,0,0,0,0,0,2.507568957,0,4.86682869,0,0,0,0,0,0,0,2.262203365,3.494590264,0,0,0,0,0.011253756,0,0.003626375,decompMedia,2_699_2
2021/1/3,0,0,0,0,0,0,0,2.51558131,0,5.288127507,0,0,0,0,0,0,0,2.263403507,3.512245631,0,0,0,0,0.013731213,0,0.009822646,decompMedia,2_699_2
2021/1/4,0,0,0,0,0,0,0,2.511703053,0,5.504089646,0,0,0,0,0,0,0,2.268394896,3.533526329,0,0,0,0,0.008110285,0,0.014801885,decompMedia,2_699_2
2021/1/5,0,0,0,0,0,0,0,2.51154037,0,5.688367345,0,0,0,0,0,0,0,2.344747361,3.55012647,0,0,0,0,0.034022772,0,0.017604093,decompMedia,2_699_2
2021/1/6,0,0,0,0,0,0,0,2.515407251,0,5.458794034,0,0,0,0,0,0,0,2.414002155,3.564036551,0,0,0,0,0.03007614,0,0.018926152,decompMedia,2_699_2
2021/1/7,0,0,0,0,0,0,0,2.520741861,0,4.311514,0,0,0,0,0,0,0,2.468942193,3.574323434,0,0,0,0,0.041705477,0,0.008216381,decompMedia,2_699_2
2021/1/8,0,0,0,0,0,0,0,2.389729176,0,3.144708477,0,0,0,0,0,0,0,2.509632,3.578140251,0,0,0,0,0.034786369,0,0.00471166,decompMedia,2_699_2
2021/1/9,0,0,0,0,0,0,0,2.208458607,0,2.397742746,0,0,0,0,0,0,0,2.550840732,3.560506708,0,0,0,0,0.066818128,0,0.023654337,decompMedia,2_699_2
2021/1/10,0,0,0,0,0,0,0,2.180544723,0,2.377827306,0,0,0,0,0,0,0,2.593866954,3.532684387,0,0,0,0,0.077895273,0,0.068610673,decompMedia,2_699_2
2021/1/11,0,0,0,0,0,0,0,2.220310322,0,2.469253992,0,0,0,0,0,0,0,2.645418442,3.564783931,0,0,0,0,0.100772483,0,0.18857304,decompMedia,2_699_2
2021/1/12,0,0,0,0,0,0,0,2.266104024,0,3.137257332,0,0,0,0,0,0,0,2.737723512,3.615080519,0,0,0,0,0.12593427,0,0.118598281,decompMedia,2_699_2
2021/1/13,0,0,0,0,0,0,0,2.342022036,0,4.305561637,0,0,0,0,0,0,0,2.810877147,3.666184118,0,0,0,0,0.130988017,0,0.031507288,decompMedia,2_699_2
2021/1/14,0,0,0,0,0,0,0,2.405222211,0,5.030840865,0,0,0,0,0,0,0,2.841438188,3.714786072,0,0,0,0,0.150722494,0,0.023340117,decompMedia,2_699_2
2021/1/15,0,0,0,0,0,0,0,2.442926503,0,5.435516818,0,0,0,0,0,0,0,2.885358832,3.780844496,0,0,0,0,0.097999473,0,0.020893209,decompMedia,2_699_2
2021/1/16,0,0,0,0,0,0,0,2.495067048,0,5.731834467,0,0,0,0,0,0,0,2.925384849,3.885404724,0,0,0,0,0.080460759,0,0.064036826,decompMedia,2_699_2
2021/1/17,0,0,0,0,0,0,0,2.598700964,0,6.43503974,0,0,0,0,0,0,0,2.926718228,4.00478919,0,0,0,0,0.090334069,0,0.137981885,decompMedia,2_699_2
2021/1/18,0,0,0,0,0,0,0,2.692719053,0,6.917487739,0,0,0,0,0,0,0,2.919088158,4.110715839,0,0,0,0,0.10378751,0,0.137273475,decompMedia,2_699_2
2021/1/19,0,0,0,0,0,0,0,2.846507482,0,7.184883551,0,0,0,0,0,0,0,2.909894421,4.20717577,0,0,0,0,0.07602176,0,0.06180406,decompMedia,2_699_2
2021/1/20,0,0,0,0,0,0,0,2.946495726,0,7.324735339,0,0,0,0,0,0,0,2.898769868,4.295032177,0,0,0,0,0.07817518,0,0.035118361,decompMedia,2_699_2
2021/1/21,0,0,0,0,0,0,0,3.063660779,0,7.402442427,0,0,0,0,0,0,0,2.900566078,4.368874944,0,0,0,0,0.081602899,0,0.025629529,decompMedia,2_699_2
2021/1/22,0,0,0,0,0,0,0,3.147714824,0,7.443785689,0,0,0,0,0,0,0,2.853804516,4.45932967,0,0,0,0,0.099527619,0,0.009727226,decompMedia,2_699_2
2021/1/23,0,0,0,0,0,0,0,3.206058105,0,7.430180939,0,0,0,0,0,0,0,2.787832061,4.547887434,0,0,0,0,0.116432428,0,0.0805141,decompMedia,2_699_2
2021/1/24,0,0,0,0,0,0,0,3.262239413,0,7.429909523,0,0,0,0,0,0,0,2.738142438,4.650562056,0,0,0,0,0.102029281,0,0.045357431,decompMedia,2_699_2
2021/1/25,0,0,0,0,0,0,0,3.292380663,0,7.458334143,0,0,0,0,0,0,0,2.69897322,4.734177466,0,0,0,0,0.088746379,0,0.030173658,decompMedia,2_699_2
2021/1/26,0,0,0,0,0,0,0,3.1785678,0,7.471399232,0,0,0,0,0,0,0,2.666735233,4.825240627,0,0,0,0,0.062839017,0,0.010901311,decompMedia,2_699_2
2021/1/27,0,0,0,0,0,0,0,3.254055376,0,7.404225746,0,0,0,0,0,0,0,2.804816415,4.905635281,0,0,0,0,0.06355001,0,0.005445194,decompMedia,2_699_2
2021/1/28,0,0,0,0,0,0,0,3.319283296,0,7.453844421,0,0,0,0,0,0,0,2.94364464,4.98102238,0,0,0,0,0.078616099,0,0.024429841,decompMedia,2_699_2
2021/1/29,0,0,0,0,0,0,0,3.236893034,0,7.429530136,0,0,0,0,0,0,0,3.115779523,5.052286266,0,0,0,0,0.047214204,0,0.010133974,decompMedia,2_699_2
2021/1/30,0,0,0,0,0,0,0,3.101322609,0,7.494346486,0,0,0,0,0,0,0,3.277233524,5.127924765,0,0,0,0,0.041761308,0,0.014372254,decompMedia,2_699_2
2021/1/31,0,0,0,0,0,0,0,3.013651233,0,7.499065442,0,0,0,0,0,0,0,3.493096544,5.202550435,0,0,0,0,0.022822966,0,0.033933271,decompMedia,2_699_2
2021/2/1,0,0,0,0,0,0,0,2.940732012,0,7.419786381,0,0,0,0,0,0,0,3.652030172,5.270145079,0,0,0,0,0.02135972,0,0.076778812,decompMedia,2_699_2
2021/2/2,0,0,0,0,0,0,0,2.895916304,0,7.05335438,0,0,0,0,0,0,0,3.759880614,5.346710845,0,0,0,0,0.02111909,0,0.023380773,decompMedia,2_699_2
2021/2/3,0,0,0,0,0,0,0,2.857682004,0,5.862334768,0,0,0,0,0,0,0,3.809277764,5.388857927,0,0,0,0,0.02963743,0,0.002628762,decompMedia,2_699_2
2021/2/4,0,0,0,0,0,0,0,2.805567001,0,6.102642777,0,0,0,0,0,0,0,3.813539465,5.423156439,0,0,0,0,0.024323912,0,0.019548476,decompMedia,2_699_2
2021/2/5,0,0,0,0,0,0,0,2.749329329,0,5.677838304,0,0,0,0,0,0,0,3.833624082,5.460975727,0,0,0,0,0.019913603,0,0.038710754,decompMedia,2_699_2
2021/2/6,0,0,0,0,0,0,0,2.715940528,0,4.956776353,0,0,0,0,0,0,0,3.828755879,5.500357274,0,0,0,0,0.021674757,0,0.050828146,decompMedia,2_699_2
2021/2/7,0,0,0,0,0,0,0,2.718456428,0,4.528603899,0,0,0,0,0,0,0,3.826409294,5.545849552,0,0,0,0,0.030259491,0,0.05683003,decompMedia,2_699_2
2021/2/8,0,0,0,0,0,0,0,2.709165983,0,4.211133442,0,0,0,0,0,0,0,3.811449375,5.583102307,0,0,0,0,0.061772173,0,0.035002705,decompMedia,2_699_2
2021/2/9,0,0,0,0,0,0,0,2.831448287,0,4.074970055,0,0,0,0,0,0,0,3.815971345,5.627979294,0,0,0,0,0.052411456,0,0.025990176,decompMedia,2_699_2
2021/2/10,0,0,0,0,0,0,0,2.930388352,0,3.999216253,0,0,0,0,0,0,0,3.79584789,5.63706136,0,0,0,0,0.042452816,0,0.022319655,decompMedia,2_699_2
2021/2/11,0,0,0,0,0,0,0,2.995400757,0,3.951080265,0,0,0,0,0,0,0,3.786870614,5.633470592,0,0,0,0,0.060659476,0,0.020825919,decompMedia,2_699_2
2021/2/12,0,0,0,0,0,0,0,2.960611146,0,3.86671525,0,0,0,0,0,0,0,3.778994617,5.629303145,0,0,0,0,0.047470227,0,0.020227326,decompMedia,2_699_2
2021/2/13,0,0,0,0,0,0,0,3.033793522,0,3.878421716,0,0,0,0,0,0,0,3.775191442,5.62437935,0,0,0,0,0.076854295,0,0.019993526,decompMedia,2_699_2
2021/2/14,0,0,0,0,0,0,0,3.075738954,0,3.834365537,0,0,0,0,0,0,0,3.777492689,5.615775871,0,0,0,0,0.082993996,0,0.038027164,decompMedia,2_699_2
2021/2/15,0,0,0,0,0,0,0,3.093549277,0,3.872056633,0,0,0,0,0,0,0,3.782882439,5.581453205,0,0,0,0,0.120157117,0,0.028267509,decompMedia,2_699_2
2021/2/16,0,0,0,0,0,0,0,3.11989205,0,3.869204002,0,0,0,0,0,0,0,3.812325089,5.535080849,0,0,0,0,0.125078667,0,0.023515607,decompMedia,2_699_2
2021/2/17,0,0,0,0,0,0,0,3.251508849,0,3.895603183,0,0,0,0,0,0,0,3.865996803,5.485550799,0,0,0,0,0.128462106,0,0.040223515,decompMedia,2_699_2
2021/2/18,0,0,0,0,0,0,0,3.368592575,0,3.891756416,0,0,0,0,0,0,0,3.927545339,5.436196859,0,0,0,0,0.166226309,0,0.051174289,decompMedia,2_699_2
2021/2/19,0,0,0,0,0,0,0,3.450095296,0,3.801815387,0,0,0,0,0,0,0,3.955700789,5.397257543,0,0,0,0,0.143819843,0,0.033088983,decompMedia,2_699_2
2021/2/20,0,0,0,0,0,0,0,3.519359523,0,3.88544313,0,0,0,0,0,0,0,4.004639909,5.361172027,0,0,0,0,0.156858934,0,0.045923908,decompMedia,2_699_2
2021/2/21,0,0,0,0,0,0,0,3.57923914,0,3.897461974,0,0,0,0,0,0,0,4.081703804,5.33615078,0,0,0,0,0.130834908,0,0.084451372,decompMedia,2_699_2
2021/2/22,0,0,0,0,0,0,0,3.607678971,0,3.83668834,0,0,0,0,0,0,0,4.131153432,5.297473497,0,0,0,0,0.10670613,0,0.073318544,decompMedia,2_699_2
2021/2/23,0,0,0,0,0,0,0,3.64024758,0,3.787189067,0,0,0,0,0,0,0,4.165007289,5.254303888,0,0,0,0,0.099786712,0,0.100730815,decompMedia,2_699_2
2021/2/24,0,0,0,0,0,0,0,3.672322529,0,3.75313749,0,0,0,0,0,0,0,4.153197125,5.20557164,0,0,0,0,0.069045934,0,0.116532848,decompMedia,2_699_2
2021/2/25,0,0,0,0,0,0,0,3.691045728,0,4.170269349,0,0,0,0,0,0,0,4.096237085,5.152663194,0,0,0,0,0.056460441,0,0.086076111,decompMedia,2_699_2
2021/2/26,0,0,0,0,0,0,0,3.706541952,0,4.495475109,0,0,0,0,0,0,0,4.016622525,5.108138203,0,0,0,0,0.047566174,0,0.044222405,decompMedia,2_699_2
2021/2/27,0,0,0,0,0,0,0,3.696714392,0,4.729827508,0,0,0,0,0,0,0,3.927785334,5.072750655,0,0,0,0,0.03327097,0,0.118121765,decompMedia,2_699_2
2021/2/28,0,0,0,0,0,0,0,3.705529877,0,4.872562509,0,0,0,0,0,0,0,3.860128355,5.040632941,0,0,0,0,0.056979281,0,0.12687632,decompMedia,2_699_2
2021/3/1,0,0,0,0,0,0,0,3.746617368,0,5.022592449,0,0,0,0,0,0,0,3.834710013,5.010078836,0,0,0,0,0.035025813,0,0.058589521,decompMedia,2_699_2
2021/3/2,0,0,0,0,0,0,0,3.830447364,0,5.404241581,0,0,0,0,0,0,0,3.824069177,4.977276166,0,0,0,0,0.052212912,0,0.089946121,decompMedia,2_699_2
2021/3/3,0,0,0,0,0,0,0,3.922595775,0,5.645794732,0,0,0,0,0,0,0,3.808102569,4.942853671,0,0,0,0,0.062153064,0,0.046520546,decompMedia,2_699_2
2021/3/4,0,0,0,0,0,0,0,3.986015186,0,5.683889469,0,0,0,0,0,0,0,3.813009088,4.916087752,0,0,0,0,0.071219135,0,0.120350762,decompMedia,2_699_2
2021/3/5,0,0,0,0,0,0,0,4.034007415,0,5.832322147,0,0,0,0,0,0,0,3.840863278,4.892024802,0,0,0,0,0.055178441,0,0.089243916,decompMedia,2_699_2
2021/3/6,0,0,0,0,0,0,0,4.056394633,0,3.768057435,0,0.007190336,0,0,0,0,0,3.88704663,4.878772871,0,0,0,0,0.061457561,0,0.108995322,decompMedia,2_699_2
2021/3/7,0,0,0,2.67E-14,0,0,0,4.092475752,0,1.804160075,0,0.048353642,0,0,0,0,0,3.886200368,4.866818616,0,0,0,0,0.1255712,0,0.164238039,decompMedia,2_699_2
2021/3/8,0,0,0,4.00E-13,0,0,0,3.95451163,0,0.703534006,0,0.137003468,0,0,0,0,0,3.864356569,4.856759108,0,0,0,0,0.186274994,0,0.195482674,decompMedia,2_699_2
2021/3/9,0,0,0,5.65E-14,0,0,0,4.063308627,0,0.240104372,0,0.277921528,0,0,0,0,0,3.817343889,4.859358028,0,0,0,0,0.208642827,0,0.080842575,decompMedia,2_699_2
2021/3/10,0,0,0,2.39E-12,0,0,0,4.106543096,0.010175014,0.07531927,0,0.447484162,0,0.024162015,0,0,0,3.756767392,4.864140816,0,0,0,0,0.163763338,0,0.041098488,decompMedia,2_699_2
2021/3/11,0,0,0,0.004670223,0,0,0,4.159189937,0.032278217,0.022263036,0,0.6299005,0,0.118156602,0,0,0,3.70571797,4.870974735,0,0,0,0,0.175150564,0,0.078442473,decompMedia,2_699_2
2021/3/12,0,0,0,0.010226255,0,0,0,4.176856663,0.05939671,0.006274345,0,0.846681833,0,0.251322273,0,0,0,3.61914395,4.872662768,0,0,0,0,0.144096188,0,0.04290592,decompMedia,2_699_2
2021/3/13,0,0,0,0.009497907,0,0,0,4.216204443,0.086984287,0.001696493,0,1.01241741,0,0.352532245,0,0,0,3.534397529,4.891753681,0,0,0,0,0.130527444,0,0.117758238,decompMedia,2_699_2
2021/3/14,0,0,0,0.011746206,0,0,0,4.213517814,0.114270779,0.000441794,0,1.143045984,0,0.408250241,0,0,0,3.507772978,4.923844693,0,0,0,0,0.169610731,0,0.1718235,decompMedia,2_699_2
2021/3/15,0,0,0,0.013113269,0,0,0,4.19202175,0.135948551,0.000111123,0,1.256105149,0,0.3791612,0,0,0,3.486050406,4.968504885,0,0,0,0,0.121002476,0,0.109624148,decompMedia,2_699_2
2021/3/16,0,0,0,0.013671674,0,0,0,4.075629817,0.141991064,2.71E-05,0,1.356552283,0,0.192165889,0,0,0,3.480707887,4.990717726,0,0,0,0,0.093880467,0,0.051546493,decompMedia,2_699_2
2021/3/17,0,0,0,0.013752946,0,0,0,3.963431278,0.121312506,6.39E-06,0,1.494285631,0,0.072542031,0,0,0,3.437676233,4.996259076,0,0,0,0,0.138715684,0,0.05461223,decompMedia,2_699_2
2021/3/18,0,0,0,0.013958405,0,0,0,3.831770149,0.099253342,1.47E-06,0,1.625816394,0,0.018895854,0,0,0,3.414097474,5.002565336,0,0,0,0,0.15415526,0,0.12796371,decompMedia,2_699_2
2021/3/19,0,0,0,0.01040948,0,0,0,3.848273909,0.077573396,3.27E-07,0,1.735094688,0,0.003125791,0,0,0,3.449295788,5.007832104,0,0,0,0,0.168404677,0,0.060248088,decompMedia,2_699_2
2021/3/20,0,0,0,0.00134867,0,0,0,3.910554844,0.057812895,7.12E-08,0,1.785473674,0,0.000300526,0,0,0,3.47691766,5.021594344,0,0,0,0,0.200883134,0,0.091362911,decompMedia,2_699_2
2021/3/21,0,0,0,0.000157258,0,0,0,4.010414428,0.041050437,1.51E-08,0,1.753740529,0,1.53E-05,0,0,0,3.50999584,5.04496757,0,0,0,0,0.226106699,0,0.075527486,decompMedia,2_699_2
2021/3/22,0,0,0,0.004708764,0,0,0,4.038073314,0.027775217,3.13E-09,0,1.672376747,0,3.78E-07,0,0,0,3.530610209,5.068632614,0,0,0,0,0.191852569,0,0.040982656,decompMedia,2_699_2
2021/3/23,0,0,0,0.006379908,0,0,0,4.056682775,0.017924403,6.34E-10,0,1.59099976,0,4.15E-09,0,0,0,3.552173696,5.092893537,0,0,0,0,0.137575722,0,0.028019699,decompMedia,2_699_2
2021/3/24,0,0,0,0.010082091,0,0,0,3.959490183,0.011047733,1.25E-10,0,1.516897917,0,1.86E-11,0,0,0,3.499313948,5.100684503,0,0,0,0,0.078215973,0,0.069744001,decompMedia,2_699_2
2021/3/25,0,0,0,0.013549795,0,0,0,3.727753565,0.006513143,2.43E-11,0,1.439190554,0,3.14E-14,0,0,0,3.437258163,5.098363074,0,0,0,0,0.081595458,0,0.066708512,decompMedia,2_699_2
2021/3/26,0,0,0,0.008890711,0,0,0,3.44769699,0.003677884,4.62E-12,0,1.431327194,0,1.86E-17,0,0,0,3.383370743,5.102080201,0,0,0,0,0.053363634,0,0.038379946,decompMedia,2_699_2
2021/3/27,0,0,0,0.011232911,0,0,0,3.15910938,0.001991577,8.61E-13,0,1.423386623,0,3.62E-21,0,0,0,3.335704021,5.102680434,0,0,0,0,0.065414871,0,0.027193828,decompMedia,2_699_2
2021/3/28,0,0,0,0.006740771,0,0,0,2.911545961,0.001035084,1.57E-13,0,1.509419609,0,2.16E-25,0,0,0,3.32082279,5.101992221,0,0,0,0,0.067103278,0,0.069202046,decompMedia,2_699_2
2021/3/29,0,0,0,0.011695054,0,0,0,2.716195339,0.000516678,2.82E-14,0,1.578295162,0,3.71E-30,0,0,0,3.305120421,5.098842812,0,0,0,0,0.059845423,0,0.040224358,decompMedia,2_699_2
2021/3/30,0,0,0,0.011123585,0,0,0,2.569545915,0.000247819,4.96E-15,0,1.815613127,0,1.73E-35,0,0,0,3.311646599,5.1154867,0,0,0,0,0.055134889,0,0.028087986,decompMedia,2_699_2
2021/3/31,0,0,0,0.012890815,0,0,0,2.51177886,0.000114252,8.59E-16,0,2.063981642,0,2.07E-41,0,0,0,3.328615579,5.134539197,0,0,0,0,0.051069853,0,0.042826411,decompMedia,2_699_2
2021/4/1,0,0,0,0.013569177,0,0,0,2.495527486,5.06E-05,1.46E-16,0,2.333423942,0,0.013677998,0,0,0,3.308679948,5.164208213,0,0,0,0,0.038250175,0,0.052377468,decompMedia,2_699_2
2021/4/2,0,0,0,0.0140909,0,0,0,3.04163793,2.16E-05,2.44E-17,0,2.573909736,0,0.128707532,0,0,0,3.223644212,5.19321257,0,0,0,0,0.021018788,0,0.057330593,decompMedia,2_699_2
2021/4/3,0,0,0,0.014161119,0,0,0,3.460113068,8.85E-06,4.02E-18,0,2.844485107,0,0.795835054,0,0,0,3.120152162,5.22357316,0,0,0,0,0.04274755,0,0.091663557,decompMedia,2_699_2
2021/4/4,0,0,0,0.01391282,0,0,0,3.687426276,3.49E-06,6.51E-19,0,3.091460492,0,1.655174202,0,0,0,3.040177759,5.250750085,0,0,0,0,0.040954827,0,0.076206532,decompMedia,2_699_2
2021/4/5,0,0,0,0.014272498,0,0,0,3.829893207,0.044858256,1.04E-19,0,3.294889905,0,2.245466664,0,0,0,2.970263286,5.282895043,0,0,0,0,0.049652035,0,0.041309377,decompMedia,2_699_2
2021/4/6,0,0,0,0.013955103,0,0,0,3.94683204,0.124465367,1.63E-20,0,3.456840089,0,2.573366054,0,0,0,2.944024013,5.322591779,0,0,0,0,0.049093309,0,0.028156305,decompMedia,2_699_2
2021/4/7,0,0,0,0.014279906,0,0,0,3.908157679,0.201986249,2.52E-21,0,3.454428131,0,2.612141485,0,0,0,2.955716275,5.358304908,0,0,0,0,0.048054614,0,0.023104073,decompMedia,2_699_2
2021/4/8,0,0,0,0.014127115,0,0,0,3.80282432,0.264909038,3.85E-22,0,3.315854203,0,2.605020738,0,0,0,2.970039943,5.372192672,0,0,0,0,0.037434814,0,0.021115723,decompMedia,2_699_2
2021/4/9,0,0,0,0.014185897,0,0,0,3.578106993,0.312608815,5.79E-23,0,3.135184032,0,2.459352879,0,0,0,2.952292025,5.39045641,0,0,0,0,0.035774033,0,0.020333876,decompMedia,2_699_2
2021/4/10,0,0,0,0.014271747,0,0,0,3.374732213,0.347645565,8.58E-24,0,2.979671415,0,2.445251735,0,0,0,2.933164902,5.414558932,0,0,0,0,0.064613059,0,0.063816863,decompMedia,2_699_2
2021/4/11,0,0,0,0.014207287,0,0,0,3.226210033,0.367173023,1.26E-24,0,2.816786162,0,2.518903672,0,0,0,2.919473781,5.44548695,0,0,0,0,0.08755827,0,0.137968415,decompMedia,2_699_2
2021/4/12,0,0,0,0.014427859,0,0,0,3.111045688,0.379537775,1.81E-25,0,2.641010835,0,2.626599504,0,0,0,2.90990583,5.484161459,0,0,0,0,0.129594719,0,0.097078749,decompMedia,2_699_2
2021/4/13,0,0,0,0.014025272,0,0,0,3.068730535,0.38960574,2.58E-26,0,2.488911748,0,2.738095976,0,0,0,2.945134668,5.532908926,0,0,0,0,0.103632467,0,0.076786579,decompMedia,2_699_2
2021/4/14,0,0,0,0.014142453,0,0,0,3.04310422,0.395370223,3.63E-27,0,2.348625825,0,2.812933569,0,0,0,2.979709521,5.561062246,0,0,0,0,0.092482292,0,0.022002587,decompMedia,2_699_2
2021/4/15,0,0,0,0.01406682,0,0,0,2.985973262,0.39980176,5.04E-28,0,2.210870226,0,3.004264035,0,0,0,3.018154376,5.59749997,0,0,0,0,0.110353073,0,0.03765907,decompMedia,2_699_2
2021/4/16,0,0,0,0.014264105,0,0,0,2.935840226,0.401766694,6.92E-29,0,2.107440524,0,3.163606522,0,0,0,2.991874212,5.629012027,0,0,0,0,0.144395528,0,0.02769897,decompMedia,2_699_2
2021/4/17,0,0,0,0.014134279,0,0,0,2.717287931,0.403406185,9.37E-30,0,1.956117212,0,2.997770312,0,0,0,2.907328756,5.690687692,0,0,0,0,0.175189832,0,0.02317976,decompMedia,2_699_2
2021/4/18,0,0,0,0.014567277,0,0,0,2.51252529,0.403031923,1.25E-30,0,1.791176103,0,2.79048896,0,0,0,2.845777421,5.746649009,0,0,0,0,0.187501537,0,0.06618775,decompMedia,2_699_2
2021/4/19,0,0,0,0.013989719,0,0,0,2.35399443,0.401627941,1.66E-31,0,1.661643999,0,2.572256878,0,0,0,2.745444673,5.799816978,0,0,0,0,0.142340449,0,0.065327969,decompMedia,2_699_2
