ds,dep_var,trend,season,weekday,holiday,boolean_value_3,boolean_value_5,boolean_value_6,boolean_value_7,boolean_value_8,boolean_value_10,boolean_value_12,boolean_value_13,boolean_value_14,boolean_value_16,boolean_value_18,boolean_value_19,boolean_value_20,boolean_value_21,boolean_value_22,boolean_value_23,covid.19.Infected.person_1,weather_Average.temperature..._1,weather_Total.precipitation.mm._1,weather_Daylight.hours..hours._1,Complementary.goods_1,Complementary.goods_2,Complementary.goods_3,Influencer_Post,price_16,Event,macroeconomic_indicators_1,macroeconomic_indicators_4,macroeconomic_indicators_13,macroeconomic_indicators_14,consecutive_holidays_1,consecutive_holidays_2,consecutive_holidays_3,consecutive_holidays_4,consecutive_holidays_5,consecutive_holidays_6,consecutive_holidays_7,consecutive_holidays_8,consecutive_holidays_9,consecutive_holidays_10,consecutive_holidays_11,consecutive_holidays_12,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_u25_S,FB_28_similar_S,FB_30_broad_S,FB_30_similar_S,FB_30_retarg_S,FB_40_broad_S,FB_40_similar_S,FB_40_retarg_S,FB_50_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,intercept,depVarHat,solID
2020/9/10,21,4.244925964,0.545232163,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.039928999,3.50525279,0,0.757260129,-0.482572055,0.263100525,1.491195429,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.229565315,0,0.381441598,0,0,0,0.85540972,0,0,0,1.370275702,3.884879632,0,0,0,0,0.041232975,0,0.315661818,0,18.72741041,2_699_2
2020/9/11,21,4.252009778,0.547362762,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.027053343,3.581178843,0,1.165015582,-0.289543233,0.234657225,1.234092768,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.390100524,0,0.207214242,0,0,0,0.575187851,0,0,0,1.411200201,3.779979341,0,0,0,0,0.047838988,0,0.322525139,0,18.55277776,2_699_2
2020/9/12,24,4.259093592,0.530627387,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.032695485,2.999079102,0.844890351,0,-0.39348183,0.412427849,1.696877557,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.360309346,0,0.142098252,0,0,0,0.257477596,0,0,0,1.469482863,3.677096184,0,0,0,0,0.029985001,0,0.325180798,0,24.51123802,2_699_2
2020/9/13,19,4.266177406,0.492011852,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.021121862,2.948461733,0.02913415,0.252420043,-0.386057644,0.319987125,2.108241813,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.263298227,0,0.174096263,0,0,0,0.08163657,0,0,0,1.522513124,3.574199631,0,0,0,0,0.016776599,0,0.326169081,0,28.65599094,2_699_2
2020/9/14,26,4.273261219,0.429016029,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.011573623,2.961116075,0.02913415,0.135918485,-0.308103697,0.383984549,0.925569576,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.141852825,0,0.208273882,0,0,0,0.017213752,0,0,0,1.552158379,3.474248397,0,0,0,0,0.034260379,0,0.326525441,0,18.33162003,2_699_2
2020/9/15,39,4.280345033,0.339773019,-2.015560203,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.027632025,3.011733444,0.02913415,0.446589307,-0.35264881,0.2559897,1.285513301,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.923213553,0,0.540483069,0,0,0,0.083080586,0,0,0,1.524926506,3.379114596,0,0,0,0,0.02019219,0,0.039379958,0,17.30426057,2_699_2
2020/9/16,32,4.287428847,0.223153372,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.023581257,3.037042129,0.1165366,0.135918485,-0.319239975,0.284433,1.491195429,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.782674777,0,0.833371409,0,0,0,0.218030652,0,0,0,1.539029266,3.308069343,0,0,0,0,0.023876025,0,0.133694916,0,27.52709366,2_699_2
2020/9/17,31,4.294512661,0.078850824,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.024738619,3.150931208,0,0.21358619,-0.337800439,0.220435575,1.491195429,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.982607174,0,1.041225819,0,0,0,0.393023193,0,0,0,1.550516181,3.249074952,0,0,0,0,0.028487431,0,0.016703379,0,26.7635736,2_699_2
2020/9/18,37,4.301596474,-0.09255347,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.031827463,3.669759239,0,0.85434476,-0.256134398,0.291543825,1.542615961,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,4.875070978,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.164906341,0,1.176473183,0,0,0,0.390174721,0,0,0,1.568596655,3.199687543,0,0,0,0,0.058313198,0,0.001641976,0,32.92563456,2_699_2
2020/9/19,41,4.308680288,-0.289550747,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.031538122,3.125622524,0,0,-0.36749718,0.263100525,1.131251704,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,5.107633037,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.431532339,0,1.252217374,0,0,0,0.211391838,0,0,0,1.628459776,3.171486203,0,0,0,0,0.038634649,0,0.000136516,0,37.99290115,2_699_2
2020/9/20,23,4.315764102,-0.509690341,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.023436586,2.809263969,0.02913415,0,-0.293255326,0.3128763,2.005400749,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.582236895,0,1.295631293,0,0,0,0.080027723,0,0,0,1.746044459,3.151182241,0,0,0,0,0.043355552,0,9.94E-06,0,38.3180871,2_699_2
2020/9/21,29,4.322847916,-0.749592487,-0.749752181,2.646308775,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.014033018,2.783955285,0.02913415,0.757260129,-0.308103697,0.263100525,1.799718621,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.71860959,0,1.250746773,0,0,0,0.019875976,0,0,0,1.838062661,3.140021787,0,0,0,0,0.025960046,0,6.48E-07,0,32.36842238,2_699_2
2020/9/22,35,4.329931729,-1.00498867,-2.015560203,11.50268382,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.012730985,2.847226996,0.20393905,1.067930951,-0.426890664,0.263100525,1.594036493,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,0,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.833107885,0,1.287631172,0,0,0,0.003051747,0,0,0,1.911311538,3.129279631,0,0,0,0,0.01379799,0,3.83E-08,0,33.17195459,2_699_2
2020/9/23,28,4.337015543,-1.270789195,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.008535547,2.556177125,0.437012251,0,-0.304391604,0.248878875,1.234092768,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0.07065469,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.910439441,0,1.314224327,0,0,0,0.000270469,0,0,0,2.048303687,3.143289351,0,0,0,0,0.016102611,0,0.050258949,0,27.20837296,2_699_2
2020/9/24,24,4.344099357,-1.54117692,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.027921365,2.404325019,0.582683001,0,-0.296967419,0.2559897,1.902559685,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.90834098,0,1.772874537,0,0,0,1.28E-05,0,0,0,2.155128695,3.175830838,0,0,0,0,0.008276507,0,0.164601603,0,27.22998514,2_699_2
2020/9/25,30,4.35118317,-1.809725297,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.028210706,2.454942387,0.32047565,0,-0.371209273,0.263100525,1.285513301,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.922383847,0,2.084866272,0,0,0,2.97E-07,0,0,0,2.232121587,3.202780815,0,0,0,0,0.011269046,0,0.249986607,0,26.37366975,2_699_2
2020/9/26,30,4.358266984,-2.069538185,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.038916307,2.341053307,0.349609801,0,-0.4083302,0.2275464,1.594036493,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.998463161,0,2.166050051,0,0,0,3.10E-09,0,0,0,2.291395161,3.227039786,0,0,0,0,0.006204265,0,0.294362682,0,33.3633402,2_699_2
2020/9/27,42,4.365350798,-2.313408242,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.020832521,2.492905414,0.02913415,0.252420043,-0.296967419,0.2559897,1.696877557,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,4.051395943,0,2.16106322,0,0,0,1.34E-11,0,0,0,2.33392004,3.256941344,0,0,0,0,0.009885567,0,0.313972467,0,38.35698191,2_699_2
2020/9/28,22,4.372434612,-2.533990093,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.011284282,2.720683574,0,2.097028048,-0.200453008,0.319987125,1.902559685,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,4.063185667,0,2.292065752,0,0,0,2.21E-14,0,0,0,2.362168312,3.287759709,0,0,0,0,0.015184784,0,0.321919043,0,31.84830016,2_699_2
2020/9/29,34,4.379518425,-2.723984024,-2.015560203,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.03052543,2.492905414,0,0.679592423,-0.341512531,0.284433,1.285513301,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,4.076830061,0,2.394957142,0,0,0,1.29E-17,0,0,0,2.361435863,3.346442508,0,0,0,0,0.009754553,0,0.324970518,0,28.15205673,2_699_2
2020/9/30,32,4.386602239,-2.87632554,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.028066035,2.530868441,0,2.019360343,-0.319239975,0.29865465,1.079831172,0,-2.727310294,0,12.7684923,-6.258454837,-6.977028254,4.730507412,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,4.060107563,0,2.478995793,0,0,0,2.49E-21,0,0,0,2.309669581,3.385166776,0,0,0,0,0.005711073,0,0.039240804,0,28.83500708,2_699_2
2020/10/1,34,4.393686053,-2.984375895,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.033852847,2.46759673,0.0582683,0.42717238,-0.248710213,0.2275464,1.02841064,0,-2.727310294,0.092575749,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,4.135532522,0,2.464900496,0,0,0,1.48E-25,0,0,0,2.213581259,3.402038934,0,0,0,0,0.009410049,0,0.133587898,0,25.95636633,2_699_2
2020/10/2,32,4.400769867,-3.042108544,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.028355376,2.657411863,0,2.077611122,-0.222725564,0.277322175,0.719887448,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,4.20956795,0,2.51419441,0,0,0,2.53E-30,0,0,0,2.111638029,3.41629887,0,0,0,0,0.029271172,0,0.223585229,0,27.28465629,2_699_2
2020/10/3,39,4.40785368,-3.044286496,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.029657409,2.745992258,0,0.757260129,-0.226437657,0.263100525,1.336933833,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,4.053139155,0,2.476168509,0,0,0,1.18E-35,0,0,0,1.993512276,3.47584593,0,0,0,0,0.038410974,0,0.279018178,0,33.27023967,2_699_2
2020/10/4,25,4.414937493,-2.986625667,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.015479721,2.783955285,0,0.291253896,-0.32666416,0.284433,1.079831172,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.72848834,0,2.458142756,0,0,0,1.41E-41,0,0,0,1.858443753,3.583061563,0,0,0,0,0.072718432,0,0.306542569,0,37.02647374,2_699_2
2020/10/5,23,4.422021305,-2.865939618,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.009403569,2.745992258,0,0.291253896,-0.274694862,0.21332475,1.131251704,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,3.289009174,0,1.562340345,0,0,0,4.09E-48,0,0,0,1.71566031,3.675216393,0,0,0,0,0.050446328,0,0.318676326,0,26.83625133,2_699_2
2020/10/6,14,4.429105117,-2.680261455,-2.015560203,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.02546197,2.657411863,0,0.524257012,-0.289543233,0.284433,1.336933833,0.102183173,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.784815866,0,0.66031776,0,0,0,2.73E-55,0,0,0,1.561756845,3.741310853,0,0,0,0,0.03118571,0,0.323647644,0,24.77949739,2_699_2
2020/10/7,23,4.43618893,-2.428939184,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.02025384,2.315744623,0.349609801,0.621341644,-0.337800439,0.234657225,1.696877557,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.568930003,0,1.173567104,0,0,0,3.97E-63,0,0,0,1.429059437,3.787242293,0,0,0,0,0.016812394,0,0.325584181,0,25.35323431,2_699_2
2020/10/8,29,4.443272742,-2.112701458,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.035878231,1.860188304,2.563805204,0,-0.278406955,0.234657225,0.874149044,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.424462709,0,1.426216866,0,0,0,1.20E-71,0,0,0,1.325312446,3.831999162,0,0,0,0,0.007757569,0,0.326309985,0,25.06419326,2_699_2
2020/10/9,29,4.450356555,-1.733691336,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.029368068,1.834879619,2.214195403,0,-0.311815789,0.234657225,1.491195429,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.371521148,0,1.329777126,0,0,0,7.12E-81,0,0,0,1.370155511,3.843389867,0,0,0,0,0.003014054,0,0.326573473,0,25.33715324,2_699_2
2020/10/10,23,4.457440367,-1.295466491,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.035878231,2.024694752,4.282720056,0,-0.28583114,0.29865465,1.594036493,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.332585441,0,1.290505452,0,0,0,7.93E-91,0,0,0,1.424968736,3.903092145,0,0,0,0,0.000971996,0,0.32666651,0,35.07498816,2_699_2
2020/10/11,40,4.464524179,-0.802965126,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.021121862,2.505559756,0.02913415,0.077667705,-0.308103697,0.412427849,1.542615961,0.102183173,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.348439899,0,1.24505439,0,0,0,1.58E-101,0,0,0,1.457756049,3.989673948,0,0,0,0,0.039233932,0,1.085886379,0,37.672686,2_699_2
2020/10/12,32,4.471607992,-0.262437741,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.011284282,2.720683574,0,0.485423159,-0.356360902,0.284433,1.491195429,0.204366346,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.369224035,0,1.176668883,0,0,0,5.33E-113,0,0,0,1.480073051,4.037427777,0,0,0,0,0.084011308,0,1.721571214,0,30.47146085,2_699_2
2020/10/13,33,4.478691804,0.318654259,-2.015560203,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.024015267,2.796609627,0,0.815510908,-0.226437657,0.234657225,1.902559685,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.390478138,0,1.157179525,0,0,0,2.93E-125,0,0,0,1.506330229,4.079560648,0,0,0,0,0.15658503,0,0.841151632,0,29.76202775,2_699_2
2020/10/14,26,4.485775616,0.93177121,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.025606641,2.568831467,0,0.135918485,-0.337800439,0.277322175,0.822728512,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.340587216,0,1.451317297,0,0,0,2.49E-138,0,0,0,1.430684725,4.119180504,0,0,0,0,0.170432704,0,0.097325944,0,27.66378696,2_699_2
2020/10/15,26,4.492859429,1.567456423,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.041086361,2.12592949,0.0582683,0,-0.211589286,0.220435575,1.336933833,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.303185837,0,1.70575848,0,0,0,3.13E-152,0,0,0,1.295627093,4.135283336,0,0,0,0,0.245586834,0,0.177175276,0,27.59528917,2_699_2
2020/10/16,21,4.499943241,2.215522522,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.026474662,2.037349095,0,0.796093981,-0.215301378,0.277322175,1.079831172,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.314018844,0,1.479587137,0,0,0,5.58E-167,0,0,0,1.355044542,4.141057596,0,0,0,0,0.227796276,0,0.246800293,0,28.36511705,2_699_2
2020/10/17,33,4.507027053,2.865258763,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.033997517,1.60710146,1.340170902,0,-0.28583114,0.334208774,1.285513301,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.368823342,0,1.229007957,0,0,0,1.34E-182,0,0,0,1.272539234,4.155910467,0,0,0,0,0.13977114,0,1.003396897,0,36.54096663,2_699_2
2020/10/18,32,4.514110866,3.505654602,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.019096478,1.809570935,0.02913415,0.815510908,-0.296967419,0.334208774,1.902559685,0.102183173,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.404634779,0,1.550207876,0,0,0,4.19E-199,0,0,0,1.318270932,4.16739229,0,0,0,0,0.07436512,0,1.67429321,0,43.38670195,2_699_2
2020/10/19,20,4.521194678,4.125634319,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.011284282,1.657718829,0.524414701,0,-0.237573935,0.263100525,1.542615961,0.102183173,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.426397203,0,1.814225347,0,0,0,1.62E-216,0,0,0,1.261444514,4.155313551,0,0,0,0,0.145341547,0,0.829108105,0,33.69469225,2_699_2
2020/10/20,63,4.52827849,4.714297183,-2.015560203,0,-13.2225109,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.02010917,1.974077384,0,1.495103331,-0.371209273,0.376873724,1.234092768,0.510915865,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.463788195,0,3.368533508,0,0,0,7.45E-235,0,0,0,1.195100818,4.097337624,0,0,0,0,2.015011419,0,43.42675624,0,67.11303698,2_699_2
2020/10/21,162,4.535362303,5.261157424,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.020977191,2.024694752,0,1.456269478,-0.256134398,0.3128763,0.925569576,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.502392138,0,4.911761086,0,0,0,3.89E-254,0,0,0,1.310129876,4.035314349,0,0,0,0,2.946832338,0,61.46652923,0,100.5978365,2_699_2
2020/10/22,81,4.542446115,5.75637824,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,10.0808657,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.026764003,2.201855543,0,0.582507791,-0.32666416,0.284433,1.439774897,0,-2.727310294,0,13.16750768,-6.271489406,-7.622467046,4.72577217,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,0,0,0,0,2.70018428,0,5.881057504,0,0,0,2.22E-274,0,0,0,1.535780495,3.969021183,0,0,0,0,4.30078481,0,38.21267374,0,79.20828962,2_699_2
