ds,dep_var,trend,season,weekday,holiday,boolean_value_3,boolean_value_5,boolean_value_6,boolean_value_7,boolean_value_8,boolean_value_10,boolean_value_12,boolean_value_13,boolean_value_14,boolean_value_16,boolean_value_18,boolean_value_19,boolean_value_20,boolean_value_21,boolean_value_22,boolean_value_23,covid.19.Infected.person_1,weather_Average.temperature..._1,weather_Total.precipitation.mm._1,weather_Daylight.hours..hours._1,Complementary.goods_1,Complementary.goods_2,Complementary.goods_3,Influencer_Post,price_16,Event,macroeconomic_indicators_1,macroeconomic_indicators_4,macroeconomic_indicators_13,macroeconomic_indicators_14,consecutive_holidays_1,consecutive_holidays_2,consecutive_holidays_3,consecutive_holidays_4,consecutive_holidays_5,consecutive_holidays_6,consecutive_holidays_7,consecutive_holidays_8,consecutive_holidays_9,consecutive_holidays_10,consecutive_holidays_11,consecutive_holidays_12,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_u25_S,FB_28_similar_S,FB_30_broad_S,FB_30_similar_S,FB_30_retarg_S,FB_40_broad_S,FB_40_similar_S,FB_40_retarg_S,FB_50_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,intercept,depVarHat,solID
2021/5/28,22,6.086716639,-1.617882817,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.088682885,2.594140152,0,0.815510908,-0.32666416,0.348430424,0.925569576,0.102183173,-3.574846917,0,12.7684923,-6.250075472,-7.132119954,4.706831199,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,2.24E-10,0,0,0,1.578642203,2.55E-05,4.09E-69,0,0.046025621,0,0.003226815,0,0,0,2.351803124,6.60779515,0,0,0.289689959,0,0.14563382,0,2.776805003,0,19.86531322,2_699_2
2021/5/29,40,6.093800447,-1.796550379,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.078266625,2.885190022,0,0.91259554,-0.278406955,0.291543825,0.925569576,0,-3.574846917,0,12.7684923,-6.250075472,-7.132119954,4.706831199,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.93E-11,0,0,0,1.57714437,9.92E-06,3.75E-70,0,0.042521736,0,0.039984681,0,0,0,2.558249261,6.588705938,0,0,0.538564282,0,0.184091065,0,2.525571832,0,27.0163251,2_699_2
2021/5/30,41,6.100884254,-1.984361253,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.064522947,2.682720547,0.02913415,0.91259554,-0.32666416,0.405317024,1.851139153,0.102183173,-3.574846917,0,12.7684923,-6.250075472,-7.132119954,4.706831199,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.61E-12,0,0,0,1.579014371,3.71E-06,3.41E-71,0,0.039774752,0,0.100160157,0,0,0,2.794168124,6.577034608,0,0,0.823205699,0,0.248212427,0,4.613908479,0,35.24083164,2_699_2
2021/5/31,30,6.107968061,-2.180191211,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.037469604,2.606794494,0.437012251,1.572771036,-0.356360902,0.319987125,0.925569576,0,-3.574846917,0,12.7684923,-6.250075472,-7.132119954,4.706831199,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.32E-13,0,0,0,1.559577704,1.34E-06,3.08E-72,0,0.037683769,0,0.129914126,0,0,0,2.892106349,6.558971998,0,0,0.960703719,0,0.444483246,0,3.394991272,0,25.16714535,2_699_2
2021/6/1,25,6.115051868,-2.382658893,-2.015560203,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.068139705,2.543522783,0.02913415,1.844608005,-0.356360902,0.291543825,1.131251704,0.204366346,-3.574846917,0.092575749,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.06E-14,0,0,0,1.509970773,4.65E-07,2.77E-73,0,0.036615109,0,0.187152951,0,0,0,3.034157901,6.54576306,0,0,0.710964571,0,0.720140898,0,1.268357232,0,21.62862492,2_699_2
2021/6/2,28,6.122135675,-2.59013634,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.070454429,2.783955285,0,0.582507791,-0.32666416,0.376873724,1.388354365,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,8.28E-16,0,0,0,1.464806564,1.55E-07,2.46E-74,0,0.035782934,0,0.226054564,0,0,0,3.116392927,6.536753667,0,0,0.468262689,0,0.616483401,0,1.721167212,0,20.48513598,2_699_2
2021/6/3,19,6.129219483,-2.800767776,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.073637175,2.796609627,0.1748049,1.514520257,-0.219013471,0.263100525,0.925569576,0.102183173,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,6.38E-17,0,0,0,1.431039851,4.99E-08,2.18E-75,0,0.035192855,0,0.376133388,0,0,0,3.157139321,6.52931029,0,0,0.270751676,0,0.612814162,0,2.043321698,0,20.26470514,2_699_2
2021/6/4,29,6.13630329,-3.012496596,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.068284375,2.657411863,1.340170902,0,-0.32666416,0.177770625,0.925569576,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,4.82E-18,0,0,0,1.331559421,1.55E-08,1.91E-76,0,0.034772075,0,0.629074822,0,0,0,3.133155489,6.522695454,0,0,0.136089496,0,0.830498913,0,2.220553726,0,19.43617236,2_699_2
2021/6/5,41,6.143387097,-3.223100251,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.062931574,2.796609627,0,0.660175497,-0.356360902,0.234657225,1.388354365,0.102183173,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,3.58E-19,0,0,0,1.224982327,4.61E-09,1.67E-77,0,0.034317176,0,0.790983518,0,0,0,3.107432006,6.516239319,0,0,0.059065099,0,1.079708881,0,2.305230808,0,26.3587137,2_699_2
2021/6/6,52,6.150470904,-3.43023241,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.0506346,2.745992258,0.02913415,0.058250779,-0.371209273,0.348430424,1.594036493,0.204366346,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,2.62E-20,0,0,0,1.149149902,1.32E-09,1.44E-78,0,0.03429007,0,0.955732999,0,0,0,3.083443961,6.514051491,0,0,0.022019838,0,1.695871848,0,11.4446044,0,40.48936056,2_699_2
2021/6/7,21,6.157554711,-3.631471563,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.034286858,2.961116075,0,0.757260129,-0.341512531,0.319987125,1.131251704,0.204366346,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.89E-21,0,0,0,1.090589904,3.65E-10,1.24E-79,0,0.034244775,0,0.858397914,0,0,0,3.045519411,6.512755112,0,0,0.007014544,0,1.541455489,0,6.034105131,0,26.01705677,2_699_2
2021/6/8,31,6.164638519,-3.824374912,-2.015560203,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.053528006,3.138276866,0,1.747523374,-0.389769737,0.206213925,1.594036493,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.34E-22,0,0,0,1.06189749,9.73E-11,1.06E-80,0,0.034102141,0,0.581920988,0,0,0,3.021443322,6.509850209,0,0,0.001898079,0,1.159003565,0,1.895422043,0,20.98993799,2_699_2
2021/6/9,15,6.171722326,-4.00653623,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.063654926,3.10031384,0,2.543617355,-0.356360902,0.149327325,1.388354365,0.204366346,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,9.40E-24,0,0,0,1.075704487,2.49E-11,9.00E-82,0,0.034141339,0,0.256873674,0,0,0,2.984829215,6.493065817,0,0,0.000433395,0,0.816037901,0,2.025440763,0,20.83693704,2_699_2
2021/6/10,17,6.178806133,-4.175646146,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.063076245,3.049696471,0,2.563034281,-0.356360902,0.263100525,2.776708729,0.204366346,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,6.49E-25,0,0,0,1.088577101,6.15E-12,7.58E-83,0,0.034134947,0,0.081080222,0,0,0,2.939774028,6.480113821,0,0,8.29E-05,0,0.541148468,0,4.241892913,0,22.82272447,2_699_2
2021/6/11,27,6.18588994,-4.329553174,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.062931574,2.999079102,0,1.864024932,-0.311815789,0.263100525,1.388354365,0.306549519,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,4.43E-26,0,0,0,1.100239388,1.46E-12,6.34E-84,0,0.034196176,0,0.017330197,0,0,0,2.871453627,6.468955625,0,0,1.32E-05,0,0.436088727,0,5.810941818,0,21.79920283,2_699_2
2021/6/12,25,6.192973748,-4.466323707,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.067561023,2.948461733,0,0.932012466,-0.32666416,0.206213925,1.388354365,0.102183173,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,2.99E-27,0,0,0,1.103084849,3.35E-13,5.27E-85,0,0.034590873,0,0.002367328,0,0,0,2.813302411,6.45819954,0,0,1.73E-06,0,0.284233592,0,6.645376962,0,27.81784701,2_699_2
2021/6/13,33,6.200057555,-4.584299148,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.043690426,3.075005155,0,0.621341644,-0.356360902,0.291543825,1.594036493,0.306549519,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.99E-28,0,0,0,1.120555817,7.39E-14,4.36E-86,0,0.036485823,0,0.000192562,0,0,0,2.788101031,6.450961394,0,0,1.87E-07,0,0.497000192,0,7.028848551,0,33.3240319,2_699_2
2021/6/14,19,6.207141362,-4.682148354,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.030091419,2.657411863,0.20393905,0,-0.419466479,0.234657225,0.925569576,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.31E-29,0,0,0,1.133139254,1.57E-14,3.58E-87,0,0.03839751,0,8.58E-06,0,0,0,2.767857809,6.442006413,0,0,1.64E-08,0,0.47495768,0,7.190633581,0,22.50433215,2_699_2
2021/6/15,22,6.21422517,-4.758913653,-2.015560203,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.048753886,2.961116075,0.0582683,1.398018699,-0.371209273,0.234657225,0.925569576,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,8.53E-31,0,0,0,1.143449191,3.22E-15,2.92E-88,0,0.040319811,0,1.92E-07,0,0,0,2.734049644,6.43013055,0,0,1.16E-09,0,0.369996975,0,11.11690298,0,26.57966297,2_699_2
2021/6/16,19,6.221308977,-4.814048795,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.072335143,2.809263969,1.777183153,0,-0.371209273,0.206213925,0.925569576,0.102183173,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,5.50E-32,0,0,0,1.148821605,6.34E-16,2.36E-89,0,0.042124624,0,1.96E-09,0,0,0,2.708355287,6.419985164,0,0,6.64E-11,0,0.285254016,0,5.722144053,0,21.14743569,2_699_2
2021/6/17,11,6.228392784,-4.847447387,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.065390969,2.7586466,0.20393905,0.932012466,-0.419466479,0.177770625,0.925569576,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,3.51E-33,0,0,0,1.15108883,1.21E-16,1.90E-90,0,0.043804789,0,8.35E-12,0,0,0,2.65770851,6.409872735,0,0,3.02E-12,0,0.286354211,0,3.659032613,0,17.08180827,2_699_2
2021/6/18,20,6.235476591,-4.859460601,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.065535639,2.885190022,0,1.533937183,-0.32666416,0.263100525,0.925569576,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,2.22E-34,0,0,0,1.144673363,2.21E-17,1.52E-91,0,0.045137187,0,1.37E-14,0,0,0,2.631768762,6.386233883,0,0,1.09E-13,0,0.161801756,0,1.305421508,0,15.02914431,2_699_2
2021/6/19,30,6.242560399,-4.850903196,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.056132071,2.568831467,0.699219601,0,-0.32666416,0.263100525,1.388354365,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.39E-35,0,0,0,1.143882141,3.90E-18,1.21E-92,0,0.046451612,0,7.97E-18,0,0,0,2.604629975,6.363806862,0,0,3.11E-15,0,0.081491312,0,1.730153921,0,21.44296405,2_699_2
2021/6/20,31,6.249644206,-4.823047222,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.054251357,2.885190022,0.844890351,0.194169264,-0.32666416,0.234657225,1.851139153,0.204366346,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,8.58E-37,0,0,0,1.149540733,6.62E-19,9.54E-94,0,0.047874174,0,1.53E-21,0,0,0,2.632610428,6.343544836,0,0,6.96E-17,0,0.253379833,0,6.903433645,0,32.90930197,2_699_2
2021/6/21,17,6.256728013,-4.777603121,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.034142187,2.897844364,0,1.029097098,-0.341512531,0.206213925,1.388354365,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,5.27E-38,0,0,0,1.149214351,1.09E-19,7.49E-95,0,0.048866744,0,9.06E-26,0,0,0,2.639722112,6.32422331,0,0,1.21E-18,0,0.369341704,0,4.369476139,0,20.8942443,2_699_2
2021/6/22,20,6.263811821,-4.716688279,-2.015560203,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.063076245,2.923153049,0,0.621341644,-0.311815789,0.177770625,1.388354365,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,3.21E-39,0,0,0,1.152984073,1.71E-20,5.84E-96,0,0.049966653,0,1.55E-30,0,0,0,2.67346174,6.305426687,0,0,1.64E-20,0,0.243293441,0,1.512232818,0,16.38069671,2_699_2
2021/6/23,19,6.270895628,-4.642783469,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.089695577,2.783955285,0.08740245,0.019416926,-0.296967419,0.177770625,0.925569576,0.102183173,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.93E-40,0,0,0,1.154382536,2.61E-21,4.53E-97,0,0.050843892,0,7.22E-36,0,0,0,2.693655662,6.282635513,0,0,1.71E-22,0,0.201013617,0,1.847080291,0,15.63870096,2_699_2
2021/6/24,22,6.277979435,-4.558678005,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.082462063,2.885190022,0,0.64075857,-0.311815789,0.177770625,1.131251704,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.16E-41,0,0,0,1.153021962,3.83E-22,3.49E-98,0,0.050907011,0,8.64E-42,0,0,0,2.709448148,6.248472969,0,0,1.37E-24,0,0.221175932,0,4.124697016,0,17.68178004,2_699_2
2021/6/25,16,6.285063242,-4.467404738,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.081449371,2.948461733,1.107097702,0.757260129,-0.311815789,0.177770625,1.131251704,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,6.86E-43,0,0,0,1.153087309,5.41E-23,2.67E-99,0,0.051940317,0,2.51E-48,0,0,0,2.766187035,6.233767114,0,0.065465148,8.39E-27,0,0.247053262,0,3.214647408,0,18.07270465,2_699_2
2021/6/26,33,6.29214705,-4.372166414,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.077398603,3.062350813,0,0.776677055,-0.341512531,0.376873724,1.131251704,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,4.04E-44,0,0,0,1.152323414,7.38E-24,2.04E-100,0,0.052516894,0,1.67E-55,0,0,0,2.810991083,6.211322551,0,0.253138254,3.91E-29,0,0.205072506,0,8.308379295,0,29.42868115,2_699_2
2021/6/27,38,6.299230857,-4.276255167,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.05584273,2.999079102,0,0.155335411,-0.389769737,0.291543825,1.594036493,0.510915865,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,2.36E-45,0,0,0,1.155477898,9.70E-25,1.54E-101,0,0.053055803,0,2.44E-63,0,0,0,2.846565962,6.195683388,0,0.494336479,1.38E-31,0,0.381528218,0,12.02208899,0,38.5990179,2_699_2
2021/6/28,20,6.306314664,-4.182967178,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.045860481,3.087659497,0,1.514520257,-0.341512531,0.149327325,0.925569576,0.510915865,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.36E-46,0,0,0,1.157350631,1.23E-25,1.16E-102,0,0.053602271,0,7.35E-72,0,0,0,2.893070909,6.174936833,0,0.526612306,3.66E-34,0,0.521812593,0,13.982493,0,32.62570213,2_699_2
2021/6/29,22,6.313398472,-4.095514756,-2.015560203,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.068863056,2.771300942,3.088219905,0.291253896,-0.296967419,0.206213925,1.388354365,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,7.85E-48,0,0,0,1.159860822,1.50E-26,8.67E-104,0,0.053843104,0,4.37E-81,0,0,0,2.935572333,6.160236254,0,0.440081496,7.31E-37,0,0.664196113,0,6.624524526,0,25.80776465,2_699_2
2021/6/30,14,6.320482279,-4.0169382,-2.157936724,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.103294584,2.606794494,0.1748049,0,-0.341512531,0.234657225,1.388354365,0,-3.574846917,0,12.36947692,-6.273351487,-7.132119954,4.711566442,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,4.48E-49,0,0,0,1.160786429,1.77E-27,6.44E-105,0,0.053964393,0,4.86E-91,0,0,0,3.047140806,6.144949329,0,0.338560489,1.09E-39,0,0.672841372,0,26.40437084,0,42.18450186,2_699_2
2021/7/1,20,6.327566086,-3.95001989,-3.200749444,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.097507773,2.64475752,3.758305355,0,-0.345224624,0.15643815,1.336933833,0,-3.574846917,0,11.57144615,-6.291041258,-6.972682726,4.721036927,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,2.54E-50,0,0,0,1.159883022,2.01E-28,4.76E-106,0,0.054272693,0,9.67E-102,0,0,0,3.138054303,6.130570519,0,0.252153716,1.21E-42,0,0.659276378,0,11.02881227,0,28.65161265,2_699_2
2021/7/2,13,6.334649894,-3.897203064,-3.418464741,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.095482389,2.682720547,3.962244406,0,-0.360072995,0.149327325,1.234092768,0,-3.574846917,0,11.57144615,-6.291041258,-6.972682726,4.721036927,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.43E-51,0,0,0,1.159848899,2.20E-29,3.50E-107,0,0.054050589,0,3.27E-113,0,0,0,3.213180695,6.117325268,0,0.18275046,9.97E-46,0,0.627263794,0,5.391391501,0,22.93166273,2_699_2
2021/7/3,39,6.341733701,-3.860517653,3.382029333,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.103439254,2.809263969,3.117354055,0.058250779,-0.304391604,0.220435575,1.02841064,0.102183173,-3.574846917,0,11.57144615,-6.291041258,-6.972682726,4.721036927,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,7.98E-53,0,0,0,1.150197297,2.33E-30,2.56E-108,0,0.053609826,0,1.80E-125,0,0,0,3.260157591,6.106331137,0,0.129336367,6.06E-49,0,0.584606006,0,6.126910763,0,29.8124152,2_699_2
2021/7/4,37,6.348817508,-3.841515422,8.16043396,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.074939208,2.543522783,1.019695251,0,-0.389769737,0.284433,2.211082877,0,-3.574846917,0,11.57144615,-6.291041258,-6.972682726,4.721036927,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,4.43E-54,0,0,0,1.153170675,2.37E-31,1.86E-109,0,0.053693899,0,1.53E-138,0,0,0,3.310554967,6.103577321,0,0.089613378,2.71E-52,0,0.798540359,0,6.695865766,0,34.01973079,2_699_2
2021/7/5,24,6.355901315,-3.841216436,-0.749752181,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.049477238,2.796609627,0.14567075,0.116501558,-0.360072995,0.206213925,1.182672236,0,-3.574846917,0,11.57144615,-6.291041258,-6.972682726,4.721036927,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,2.44E-55,0,0,0,1.156368725,2.33E-32,1.34E-110,0,0.053813486,0,1.92E-152,0,0,0,3.351675912,6.103031325,0,0.060910611,8.89E-56,0,0.607384237,0,4.121590782,0,20.75985511,2_699_2
2021/7/6,29,6.362985123,-3.860068632,-2.015560203,0,0,0,3.894504454,6.200753175,0,2.655902713,0,0,0,-47.22892231,6.937188191,0,6.464464207,0,0,0,0.085644809,3.125622524,0.02913415,0.038833853,-0.319239975,0.191992275,1.439774897,0,-3.574846917,0,11.57144615,-6.291041258,-6.972682726,4.721036927,40.87832145,-15.44573484,0,0,0,0,6.946601269,0,1.338608322,0,-12.69252381,0,0,0,0,1.34E-56,0,0,0,1.157989513,2.21E-33,9.64E-112,0,0.053886582,0,3.42E-167,0,0,0,3.398914508,6.0902612,0,0.040680707,2.13E-59,0,0.683930665,0,1.429048181,0,17.33690517,2_699_2
